XuatXu,TinhTrang,DongXe,SoKmDaDi,MauNgoaiThat,MauNoiThat,SoCua,SoChoNgoi,HopSo,DanDong,Hang,Grade,NamSanXuat,LoaiDongCo,DungTich,Gia
1,1,2,53000,1,3,5,5,1,3,1,40,2018,1,1.5,445
1,1,2,56000,5,2,5,7,1,4,4,12,2016,2,2.2,800
0,1,3,50000,1,5,5,5,1,3,6,26,2019,1,2,722
0,1,5,45678,1,6,4,5,0,3,6,29,2018,1,1.25,320
0,1,2,110245,6,4,5,8,0,4,2,192,2004,1,1.8,173
1,1,2,0,3,4,5,5,1,2,1,113,2005,1,3.3,480
1,1,2,47623,4,2,5,5,1,2,1,133,2018,1,2.5,1180
1,1,5,0,2,1,4,5,1,4,7,39,2007,1,5.5,485
0,0,2,0,5,2,5,5,1,3,8,38,2023,1,2,814
0,1,5,9000,2,4,4,5,1,3,9,105,2018,1,2,529
0,1,2,230000,4,4,5,8,0,4,2,7,2009,2,2.5,455
1,1,2,29000,1,4,5,5,1,2,1,146,2020,1,2,2999
0,1,5,154000,3,6,4,5,0,3,1,158,2009,1,1.5,125
1,1,2,136000,3,2,6,7,1,3,6,25,2008,2,2,380
0,1,5,45000,2,4,4,5,1,4,7,39,2016,1,4.7,2450
0,1,5,9000,2,2,4,5,1,3,8,23,2022,1,1.5,640
0,1,3,50000,1,4,5,8,0,4,2,3,2019,1,2,595
0,0,5,0,1,2,4,5,1,3,8,23,2023,1,1.5,659
0,1,7,35000,6,2,5,5,1,3,1,209,2020,1,1.4,335
0,1,7,30000,1,2,5,5,1,3,8,23,2019,1,1.5,595
0,1,7,36000,1,2,5,5,1,3,1,209,2020,1,1.4,325
0,0,5,0,5,2,4,5,1,3,3,18,2023,1,1.5,534
0,1,5,56000,2,3,4,5,1,3,2,11,2018,1,1.5,425
0,1,5,130000,3,6,4,5,1,3,3,43,2008,1,2,268
1,1,2,41000,1,2,5,5,1,2,1,120,2016,1,3,4450
0,1,3,60000,2,2,5,5,1,3,1,68,2019,1,1.6,779
1,1,7,0,1,5,5,5,0,3,6,263,2008,1,1.1,129
0,1,5,16000,2,3,4,5,1,4,7,78,2021,1,2,239
0,0,5,0,1,2,4,5,1,3,8,23,2023,1,1.5,631
1,1,2,8000,2,2,5,5,1,3,2,4,2022,1,1.8,820
1,1,2,41000,1,2,5,5,1,2,1,120,2016,1,3,4450
0,1,7,31000,5,2,5,5,1,3,8,23,2019,1,1.5,579
1,1,7,0,3,6,5,5,0,3,6,263,2010,1,1.1,175
0,1,5,68000,1,2,5,5,1,3,8,23,2016,1,1.5,463
1,1,2,36000,4,2,5,7,1,4,4,12,2020,2,2,940
0,1,2,30000,2,2,5,5,1,3,8,38,2019,1,2,780
0,0,5,0,4,4,4,5,1,3,6,24,2022,1,1.4,485
0,1,4,50000,3,2,2,2,0,3,1,148,2018,1,1.2,175
0,1,5,19200,2,3,4,5,1,4,7,39,2019,1,3,3338
0,1,5,46000,1,2,4,5,1,3,8,63,2017,1,2,625
0,1,7,0,4,2,5,5,1,3,9,70,2011,1,1.1,189
0,1,2,80000,4,2,5,7,1,1,6,25,2015,1,2.4,650
0,1,3,17000,1,2,5,5,1,3,1,71,2021,1,1.2,785
0,1,7,0,6,2,5,5,0,3,9,70,2011,1,1.1,148
0,1,5,30102,5,1,4,5,1,3,6,29,2021,1,1.25,396
0,1,5,0,4,4,4,5,0,3,2,11,2016,1,1.5,355
0,1,3,68000,4,5,5,8,0,4,2,3,2016,1,2,508
0,1,7,0,1,6,5,5,0,3,1,154,2008,1,0.8,53
0,1,5,58000,1,4,4,5,1,3,6,24,2018,1,1.4,465
1,0,2,0,1,5,4,5,1,2,1,146,2022,1,2,3850
0,1,2,1500,1,4,5,7,0,3,1,167,2007,1,2.4,185
1,0,3,0,5,2,5,5,1,3,1,73,2023,1,1.5,528
0,1,3,56000,1,4,5,8,0,4,2,3,2019,1,2,590
1,1,2,2000,5,2,4,5,1,2,1,146,2022,1,2,3990
0,1,5,9900,5,2,4,5,1,3,3,18,2021,1,1.5,575
0,1,5,11000,1,2,5,5,1,4,7,39,2020,1,3,3350
0,1,5,20000,1,3,4,5,1,4,7,39,2020,1,3,3290
1,1,7,0,4,2,5,5,0,3,9,70,2010,1,1,146
1,0,5,0,6,2,4,5,1,2,7,39,2023,1,3,539
1,1,9,6000,1,2,5,2,1,4,1,190,2020,1,2,4700
0,1,2,110000,4,2,5,5,1,3,4,179,2017,1,1.5,410
1,1,5,200000,1,3,4,5,1,3,1,194,2009,1,1.6,245
0,1,5,112000,2,2,4,5,1,4,7,78,2015,1,2,699
1,1,2,56000,1,4,5,7,1,2,1,121,2012,1,5.7,3479
0,1,5,50000,4,2,4,5,1,4,1,59,2019,1,2,640
0,1,2,40000,6,2,5,5,1,3,8,38,2020,1,2,799
1,1,6,76000,4,2,4,5,1,1,4,8,2017,2,3.2,650
1,1,7,8,6,2,5,5,1,3,9,70,2011,1,1,288
1,1,2,96000,2,2,5,8,1,2,2,2,2013,1,4.6,2389
0,0,3,0,1,2,5,5,1,3,6,26,2022,1,2,795
0,1,7,0,3,6,5,5,0,3,1,148,2010,1,0.8,65
0,1,2,50,2,2,5,5,1,2,7,22,2022,1,2,299
0,0,2,0,6,6,5,5,1,2,1,119,2022,3,0.2,907
1,1,4,0,4,4,5,2,1,3,9,70,2010,1,1,145
0,1,5,40000,5,2,4,5,1,4,7,78,2019,1,2,1398
1,1,2,24000,4,4,5,5,1,2,1,146,2020,1,2,3250
0,1,5,0,2,5,4,5,0,3,2,11,2016,1,1.5,345
1,1,5,83000,2,4,4,5,1,3,2,168,2009,1,1.6,409
0,1,5,50000,2,3,4,5,1,4,7,78,2018,1,2,1520
1,1,2,100000,2,2,5,8,1,4,2,7,2017,1,2.7,755
1,1,6,85000,2,2,4,5,1,1,5,50,2017,2,2.4,550
0,1,2,100000,3,5,5,8,0,4,2,7,2013,2,2.5,600
0,1,3,20000,5,4,5,5,1,3,6,26,2021,2,2,840
0,1,3,0,1,2,5,8,0,4,2,3,2019,1,2,620
1,1,2,40000,1,2,5,5,1,2,1,146,2016,1,2,1979
0,1,4,10000,2,4,5,7,1,3,9,204,2018,2,2.2,819
0,1,3,0,4,6,5,8,1,4,2,3,2018,1,2,660
0,1,5,0,2,4,4,5,0,3,2,11,2005,1,1.5,95
0,1,3,30000,3,5,5,5,1,3,6,176,2019,1,2,555
0,1,2,105000,1,4,5,8,1,1,2,7,2012,1,2.7,450
0,1,3,0,4,4,5,8,1,4,2,3,2019,1,2,715
1,1,2,18000,5,2,5,5,1,2,1,53,2019,1,2,3650
0,1,2,1300,2,2,5,5,1,4,7,22,2022,1,2,1819
0,1,2,82000,4,4,5,5,1,1,4,225,2005,1,2.3,155
0,1,5,70000,1,4,4,5,1,3,6,24,2019,1,1.4,435
0,1,3,24000,1,5,5,5,1,3,6,26,2019,1,2,745
1,1,2,52000,5,2,5,7,1,4,4,12,2020,2,2,939
0,1,5,14000,4,2,4,5,1,3,8,63,2020,1,2.5,830
0,1,7,78999,5,3,5,5,1,3,9,70,2015,1,1.25,298
0,1,7,50000,3,5,5,5,0,3,1,148,2018,1,1.2,195
0,1,2,58000,1,5,5,5,1,3,4,179,2016,1,1.5,425
0,1,5,22000,1,6,4,5,1,3,6,29,2020,1,1.25,399
0,1,5,0,2,4,4,5,0,3,2,11,2011,1,1.5,270
0,1,4,45000,1,4,4,7,1,3,9,204,2019,2,2.2,908
0,1,7,42000,3,2,5,5,1,3,6,29,2020,1,1.25,386
1,1,2,11000,5,3,5,5,1,3,2,4,2020,1,1.8,790
0,1,3,42000,1,2,5,5,1,3,6,176,2019,1,1.6,639
1,1,6,14000,3,6,4,5,0,1,4,8,2015,2,2.2,385
0,1,2,190000,3,4,5,8,0,4,2,7,2010,2,2.5,500
0,1,4,39000,1,4,5,7,1,3,9,204,2019,1,3.3,919
0,1,2,29000,1,2,5,7,1,2,6,25,2019,2,2.2,979
1,1,3,6000,1,2,5,5,1,3,6,28,2022,1,1.5,675
0,1,2,15000,2,2,5,7,1,4,2,7,2022,2,2.4,1100
0,1,2,38000,2,2,5,7,1,2,6,25,2021,2,2.2,138
1,1,7,120000,2,6,5,5,1,3,9,70,2007,1,1,148
0,1,5,19000,5,6,4,5,1,3,9,97,2022,1,1.6,655
0,1,5,50,5,2,4,5,1,4,7,78,2022,1,1.5,1999
0,1,5,70000,1,6,4,5,1,3,9,105,2017,1,1.6,480
1,1,5,75000,2,3,4,5,1,4,1,81,2011,1,2.5,590
0,1,2,37000,2,3,5,7,1,2,6,25,2021,2,2.2,138
1,1,5,70000,2,3,4,5,1,2,1,132,2011,1,3,1279
1,1,5,43000,5,2,4,5,1,3,3,43,2020,1,1.5,705
0,1,5,0,4,6,4,5,0,3,8,315,2001,1,1.6,90
0,1,5,98765,3,5,4,5,0,3,1,194,2010,1,1.6,155
0,1,5,120000,3,1,4,5,0,3,4,182,2009,1,1.8,159
0,1,5,0,1,4,4,5,1,4,7,39,2017,1,3,2850
0,1,5,8000,2,2,4,5,1,4,7,78,2021,1,1.5,1360
0,1,5,90000,2,4,4,5,1,4,7,20,2012,1,1.8,425
0,1,7,0,4,6,5,5,0,3,1,148,2009,1,0.8,65
0,1,5,41000,2,3,4,5,1,4,7,39,2017,1,3,2390
1,1,5,100000,2,2,4,5,1,3,1,257,2009,1,2,279
0,0,2,0,2,3,5,7,1,2,8,47,2023,1,2.5,1169
1,1,7,10000000,4,2,5,5,1,3,9,70,2011,1,1,255
1,1,7,0,4,2,5,5,1,3,9,70,2012,1,1,290
0,1,5,23000,5,2,5,5,1,3,9,105,2021,1,2,599
0,1,5,80000,2,2,4,5,1,3,1,287,2018,1,1.5,369
0,1,3,26000,5,2,5,5,1,3,6,176,2020,1,2,605
0,1,3,120000,3,1,5,8,0,4,2,3,2010,1,2,260
0,1,5,40000,1,4,4,5,1,3,9,313,2019,1,2,620
0,1,5,0,1,5,4,5,1,3,3,18,2021,1,1.5,505
1,1,4,120000,1,1,5,2,1,3,1,148,2011,1,1,130
1,0,2,0,1,2,5,5,1,2,1,42,2023,1,2,947
0,1,5,61089,4,4,4,5,0,3,2,11,2019,1,1.5,410
1,1,5,69000,4,2,4,5,1,3,5,55,2021,1,1.2,385
0,1,2,24000,4,4,5,5,1,2,7,22,2020,1,2,1938
1,1,5,60000,1,1,4,5,1,3,9,208,2016,1,1.4,368
0,1,2,65689,4,2,5,5,1,3,4,179,2017,1,1.5,455
0,0,5,0,5,2,4,5,1,3,3,18,2023,1,1.5,568
0,0,5,0,4,2,4,5,1,3,3,18,2023,1,1.5,568
0,1,5,29000,5,4,5,5,1,3,6,24,2020,1,1.4,472
1,1,7,0,6,6,5,5,0,3,6,263,2009,1,1.1,118
1,1,2,105000,2,2,5,7,1,1,6,25,2010,1,2.4,379
0,0,2,0,1,2,5,7,1,3,9,184,2023,1,1.5,654
0,1,3,40000,4,6,5,8,1,4,2,3,2018,1,2,655
0,1,2,40000,2,4,5,5,1,2,7,22,2020,1,2,1750
0,1,2,0,1,3,5,8,1,4,2,7,2020,2,2.4,980
1,1,5,57000,5,2,4,5,1,3,3,43,2019,1,1.5,700
0,1,2,76000,4,2,5,7,0,3,9,66,2015,2,2.2,555
0,1,5,41000,1,4,4,5,1,3,8,23,2019,1,1.5,549
0,1,7,0,4,6,5,5,0,3,1,148,2009,1,0.8,76
0,1,5,200000,2,2,4,5,0,3,2,11,2010,1,1.5,155
1,1,2,290000,6,1,5,7,0,1,2,2,1995,2,4.2,445
0,1,5,9000,1,2,4,5,1,3,8,23,2022,1,1.5,655
0,0,3,0,1,3,5,5,1,3,9,170,2023,2,2,154
0,1,5,32000,1,2,4,5,1,4,7,20,2016,1,2,890
0,1,5,22000,5,2,4,5,1,3,8,23,2021,1,1.5,629
0,1,2,120000,2,2,5,7,0,3,9,66,2015,2,2.2,530
0,1,5,55000,1,2,4,5,1,3,8,23,2015,1,1.5,446
1,1,2,17000,2,3,5,5,1,3,2,4,2021,4,1.8,955
0,0,5,0,1,2,4,5,1,3,8,23,2023,1,1.5,626
1,1,2,22000,5,2,5,7,1,1,4,12,2020,2,2,130
0,1,7,60000,5,6,5,5,1,3,1,148,2013,1,1,205
0,1,2,47000,6,3,5,7,1,2,6,25,2020,2,2.2,978
1,1,2,10000,1,3,5,5,1,3,2,4,2021,1,1.8,845
1,1,6,22000,1,2,4,5,1,4,8,100,2021,2,2.2,575
0,1,5,56000,2,2,4,5,1,4,7,78,2017,1,2,1480
0,0,2,0,1,2,4,5,1,3,8,38,2023,1,2,814
0,1,5,210000,2,5,4,5,0,3,1,158,2007,1,1.5,102
1,1,6,120000,3,6,4,5,1,1,4,8,2017,2,3.2,655
0,1,5,18000,2,2,4,5,1,4,7,78,2021,1,2,1999
0,0,2,0,5,2,5,5,1,3,8,38,2023,1,2,794
0,1,5,17000,1,3,4,5,1,4,7,20,2021,1,2,1720
0,0,5,0,1,2,4,5,1,3,6,24,2023,1,1.4,505
0,1,2,0,2,5,5,7,0,1,5,138,1999,1,3,160
0,1,5,30000,2,2,4,5,1,4,7,20,2017,1,2,190
0,0,2,0,5,2,5,5,1,3,8,38,2023,1,2,754
0,1,3,0,4,4,5,8,0,4,2,3,2007,1,2,238
0,1,7,80000,6,2,5,5,1,3,8,23,2017,1,1.5,468
0,1,3,55000,2,6,5,7,0,3,9,184,2015,1,2,354
1,1,3,200000,4,4,5,7,1,3,9,184,2008,2,2,310
0,1,2,58600,1,3,5,5,1,2,7,22,2016,1,2,1300
1,1,7,82000,3,6,5,5,0,3,6,29,2016,1,1.25,260
0,1,5,42000,1,2,4,5,1,3,8,23,2018,1,1.5,532
0,1,5,10000000,2,2,4,5,1,4,7,20,2005,1,1.8,179
0,1,5,9100,2,2,4,5,1,4,7,20,2020,1,1.5,1190
1,0,6,0,5,2,4,5,1,1,4,8,2023,2,2,1300
1,1,2,70000,2,2,5,5,1,2,1,120,2015,1,3,3480
0,0,2,0,1,3,5,7,1,2,6,25,2022,2,2.2,1205
0,1,2,30000,5,2,5,5,1,2,7,22,2018,1,2,1388
1,1,2,0,6,3,5,7,1,2,1,195,2021,1,2,2439
0,1,5,30000,5,3,4,5,1,4,7,20,2019,1,2,1390
1,0,6,0,4,2,4,5,1,1,1,157,2022,2,2.3,839
0,1,2,18000,2,2,5,5,1,2,7,22,2020,1,2,1978
0,1,4,23000,4,3,5,7,1,3,9,45,2021,2,2.2,1456
1,1,6,65000,1,2,4,5,1,4,4,8,2018,2,2.2,530
0,1,4,10000,6,3,5,7,1,3,9,45,2022,2,2.2,1399
1,1,6,45666,1,2,4,5,1,1,4,8,2019,2,2,759
0,1,2,47000,5,2,5,5,1,2,7,22,2018,1,2,1399
1,1,6,0,4,3,4,5,1,4,2,31,2019,2,2.4,650
0,1,2,44000,5,2,5,7,1,3,5,14,2020,1,2,760
0,1,5,100000,1,4,4,5,1,3,2,11,2017,1,1.5,435
1,1,2,47000,1,2,5,7,1,2,7,85,2020,1,3,3390
1,1,2,85000,4,2,5,5,1,3,1,232,2016,1,1.6,495
1,0,4,0,1,2,5,7,1,3,6,27,2022,1,1.5,510
1,1,5,28000,2,2,4,5,1,3,2,115,2019,1,2.5,150
1,1,2,20000,1,3,5,7,1,2,1,17,2021,1,2,3650
1,1,2,118000,1,4,5,5,0,1,5,138,2008,1,3,286
0,1,5,30000,5,4,4,5,1,4,7,20,2019,1,2,1280
0,1,2,59000,4,1,5,7,1,1,6,25,2016,2,2.2,800
1,1,5,0,2,4,4,5,1,3,2,115,2020,1,2.5,190
0,1,5,9000,4,4,4,5,1,3,2,11,2021,1,1.5,500
0,1,7,13000,1,5,5,5,0,3,6,29,2020,1,1.25,300
1,0,5,0,1,2,4,5,0,3,5,55,2023,1,1.2,338
1,1,5,123456,4,1,4,5,0,3,2,362,1990,1,1.6,115
1,1,7,220000,4,3,5,5,0,3,1,372,2005,1,1.5,180
0,1,2,20000,1,2,5,5,1,3,8,38,2018,1,2,720
0,1,5,65000,6,2,4,5,1,3,8,23,2016,1,1.5,460
0,1,5,0,5,2,4,5,1,3,6,24,2020,1,1.4,465
0,1,5,0,1,6,4,5,1,3,6,24,2018,1,1.4,460
0,1,3,26000,5,5,5,5,1,3,6,176,2020,1,2,620
1,1,2,79000,2,3,5,8,1,1,2,7,2019,2,2.8,1
0,1,3,50000,5,2,5,5,1,3,1,68,2021,1,1.6,928
0,1,5,0,4,4,4,5,1,3,3,43,2011,1,2,370
0,1,5,37000,6,4,4,5,1,4,7,39,2018,1,3,2980
0,1,2,37000,5,2,5,5,1,3,8,38,2019,1,2,720
0,1,5,0,5,2,4,5,1,3,8,63,2018,1,2,675
1,1,2,0,2,3,5,8,1,4,2,7,2019,2,2.4,945
1,1,7,25000,1,2,5,5,1,3,5,337,2018,1,1.2,317
1,1,2,0,4,3,5,7,0,4,2,7,2017,2,2.4,740
0,1,5,50000,1,5,4,5,1,4,7,20,2018,1,2,1179
0,0,2,0,2,3,5,7,1,2,6,25,2022,2,2.2,1205
1,1,2,15000,2,3,5,5,1,3,2,4,2020,1,1.8,755
0,1,5,20000,6,4,4,5,0,3,2,115,2001,1,2.2,175
1,1,6,82000,1,6,4,5,1,1,4,8,2017,2,3.2,630
0,1,5,0,4,4,4,5,1,3,2,36,2013,1,2,465
1,1,6,20000,2,2,4,5,1,4,5,50,2021,2,2.4,590
0,1,5,21000,1,4,4,5,1,3,6,30,2021,1,2,605
1,1,7,0,3,1,5,5,1,3,1,290,2007,1,1.8,225
0,1,3,90000,3,5,5,8,1,4,2,3,2016,1,2,545
1,1,2,80000,1,2,5,7,1,1,2,10,2014,1,2.7,1350
0,1,5,228800,2,2,4,5,1,4,7,78,2010,1,1.8,398
0,1,7,33333,5,4,5,5,1,3,9,70,2018,1,1.25,325
0,1,3,20000,1,5,5,5,1,3,6,26,2021,1,2,868
0,1,3,39000,5,6,5,5,1,3,6,26,2020,1,1.6,810
1,1,7,80000,3,6,5,5,1,3,6,29,2015,1,1.25,305
0,1,5,12750,1,5,4,5,1,3,6,101,2012,1,1.6,319
0,1,5,66000,1,4,4,5,1,3,9,105,2019,1,1.6,529
0,1,5,68000,3,6,4,5,0,3,6,29,2019,1,1.25,315
0,1,2,78000,1,2,5,5,1,3,8,38,2017,1,2,598
1,1,2,18000,2,3,5,8,1,2,2,2,2020,1,4.6,4590
0,1,5,35689,1,4,4,5,1,3,9,105,2019,1,1.6,539
0,1,5,190000,6,6,4,5,0,3,4,277,2004,1,1.8,136
0,1,5,72000,3,1,4,5,1,3,6,30,2017,1,2,485
0,1,5,100000,4,4,4,5,0,3,3,43,2008,1,1.8,228
0,1,7,10,1,2,5,5,0,3,9,70,2015,1,1.25,198
1,1,5,82000,1,2,4,5,1,3,1,107,2011,1,2,620
0,1,7,7200,1,6,5,5,0,3,6,29,2021,1,1.25,380
1,1,2,13000,1,4,5,7,1,1,2,10,2022,1,2.7,350
1,1,2,40000,1,3,5,5,1,2,1,143,2020,1,2,1950
1,1,5,100000,1,2,4,5,1,3,1,373,2016,1,1.6,330
1,1,2,13000,1,4,5,7,1,1,2,10,2022,1,2.7,350
0,1,2,123456,6,4,5,8,0,4,2,192,2005,1,1.8,215
0,1,4,300000,3,6,4,6,0,4,7,301,2006,2,2.2,170
0,1,6,34000,3,1,4,5,0,4,1,374,2013,1,2.2,180
1,1,6,80000,1,1,4,5,0,4,4,8,2018,2,2.2,490
0,1,2,40100,5,2,5,7,1,3,5,14,2020,1,2,759
1,1,6,10000,3,2,4,5,1,4,4,8,2014,2,2.2,425
0,1,5,40000,6,1,4,5,1,3,8,23,2022,1,1.5,650
1,1,2,50000,1,2,5,7,1,1,4,12,2019,2,2,980
0,1,3,38000,4,2,5,5,1,3,6,176,2019,1,2,539
1,1,5,85000,3,2,4,5,1,3,1,32,2017,1,1.4,360
1,1,5,4,2,4,4,5,1,3,2,375,2010,1,3.5,880
1,1,6,66358,6,6,4,5,1,1,4,8,2018,2,2.2,598
1,1,2,13000,4,6,5,7,0,3,5,15,2020,1,1.5,505
0,1,5,0,2,2,4,5,1,3,2,36,2016,1,1.8,530
0,1,5,7500,2,3,4,5,1,4,1,59,2022,1,2,705
0,1,2,56000,1,2,5,5,1,3,4,179,2015,1,1.5,395
0,1,5,41500,1,2,4,5,1,3,9,105,2019,1,2,565
0,1,3,80000,4,3,5,8,1,4,2,3,2019,1,2,665
0,1,5,56000,4,6,4,5,1,3,6,24,2018,1,1.4,428
0,1,2,170000,3,5,5,8,0,4,4,12,2012,2,2.5,350
0,1,5,66000,1,4,4,5,1,3,9,105,2016,1,1.6,430
1,1,2,15000,1,2,5,5,1,3,2,4,2021,4,1.8,850
1,1,2,52000,5,2,5,7,1,1,4,12,2020,2,2,939
1,1,4,0,1,4,5,2,1,3,9,70,2013,1,1,225
0,1,5,15000,1,4,4,5,1,4,7,39,2020,1,3,3400
0,1,5,90000,6,4,4,5,1,3,2,36,2011,1,2,378
1,1,2,20000,1,4,5,7,1,3,5,15,2020,1,1.5,560
1,1,5,17000,2,2,4,5,1,3,2,115,2020,1,2.5,955
1,1,2,5000,2,2,5,7,1,1,2,10,2022,1,2.7,390
1,1,2,0,2,2,5,7,1,4,2,7,2022,1,2.7,198
0,1,3,72000,2,4,5,5,1,3,6,26,2018,1,2,699
1,1,2,20000,2,4,5,7,1,1,2,10,2021,1,2.7,2568
0,1,5,83000,1,2,4,5,1,3,9,97,2013,1,2,385
0,1,2,130000,4,1,5,7,1,3,1,215,2011,1,1.8,298
1,1,2,55000,2,5,5,5,1,2,1,113,2020,1,3.5,3550
0,1,5,120000,4,5,4,5,0,3,3,43,2010,1,1.8,275
0,1,5,0,5,4,4,5,1,3,6,24,2022,1,1.4,555
0,1,5,46000,4,2,4,5,1,3,2,36,2016,1,1.8,525
1,1,6,40000,1,2,4,5,1,1,4,8,2020,2,2,179
0,1,3,14000,4,2,5,7,0,3,9,184,2012,1,2,270
1,1,5,200000,3,1,4,5,0,3,2,115,2003,1,2.4,230
0,1,2,37000,1,2,5,7,1,4,1,60,2021,1,2,799
0,1,5,45000,1,4,4,5,1,3,9,105,2018,1,2,508
0,1,5,19000,5,6,4,5,1,3,9,97,2022,1,1.6,655
1,1,5,0,2,5,4,5,0,3,6,24,2012,1,1.4,290
0,1,5,60000,3,4,4,5,1,3,2,11,2017,1,1.5,450
1,1,5,60000,3,1,4,5,1,3,1,139,2008,1,3.5,635
0,1,5,135000,2,4,4,5,1,3,3,43,2007,1,1.8,228
0,1,5,126000,4,1,4,5,1,4,7,20,2013,1,1.8,445
1,1,5,46000,2,4,4,5,1,3,6,30,2013,1,1.8,405
1,1,3,66000,3,4,5,5,1,3,1,376,2010,1,1.6,286
0,1,5,0,3,1,4,5,0,3,1,194,2004,1,1.6,105
0,1,5,72000,5,4,4,5,1,3,9,97,2016,1,2,455
0,1,5,50000,1,4,4,5,1,3,2,11,2019,1,1.5,450
1,1,5,94000,1,2,4,5,1,3,3,43,2018,1,1.5,650
0,1,5,57000,4,6,4,5,1,3,6,24,2018,1,1.4,438
1,1,2,20000,6,2,5,5,1,3,2,4,2021,1,1.8,805
1,1,2,0,2,3,5,5,1,2,1,113,2020,1,2,2930
1,1,2,0,1,2,5,7,1,4,2,230,2018,1,1.5,550
0,1,5,0,1,1,4,5,0,3,1,158,2010,1,1.5,180
0,1,2,36000,1,4,5,7,1,3,5,14,2018,1,2,670
0,1,2,50000,2,2,5,7,1,3,5,14,2019,1,2,730
0,1,7,0,4,4,5,5,1,3,9,70,2008,1,1.1,185
0,1,7,0,3,1,5,5,0,3,1,148,2009,1,0.8,65
0,1,2,10000,2,4,5,5,1,2,7,22,2021,1,2,2199
0,1,5,110000,1,1,4,5,1,3,6,101,2012,1,1.6,330
0,1,3,60000,3,1,5,7,1,3,1,332,2010,1,1.8,286
0,1,7,0,1,1,5,5,0,3,1,148,2009,1,0.8,85
0,0,2,0,1,2,5,7,0,3,5,15,2023,1,1.5,555
0,1,2,5000,5,3,5,7,1,2,6,25,2021,1,2.4,150
1,1,5,64360,2,4,4,5,1,4,7,253,2016,1,3,4600
0,1,3,130000,4,4,5,7,1,3,9,184,2011,1,2,320
0,1,5,15000,5,1,4,5,1,3,2,11,2020,1,1.5,520
0,1,2,100000,2,6,5,8,1,4,2,7,2015,1,2.7,545
1,1,2,180000,4,2,5,5,1,3,3,6,2010,1,2,405
1,1,2,100000,2,4,5,7,1,2,1,121,2010,1,5.7,2280
1,0,2,0,4,5,5,7,1,3,1,57,2022,1,1.5,599
1,1,2,63000,2,2,5,7,1,4,4,12,2019,2,2,850
1,1,7,25000,5,4,5,5,1,3,2,13,2019,1,1.5,565
0,1,2,58000,1,1,5,5,1,3,8,38,2017,1,2,620
0,1,7,22000,1,6,5,5,1,3,6,29,2020,1,1.25,399
1,1,5,53000,1,4,4,5,1,4,1,93,2016,1,2,838
1,0,5,0,5,2,4,5,1,3,8,51,2023,1,1.5,421
1,1,7,0,3,1,5,5,0,3,1,154,2005,1,0.8,60
0,1,5,91000,1,2,4,5,1,3,8,23,2015,1,1.5,420
0,1,7,8000,6,5,5,5,1,3,1,209,2022,1,1.4,352
0,1,4,8000,1,3,5,7,1,3,9,45,2022,1,3.5,1680
1,1,2,6600,2,2,5,7,1,1,2,10,2022,1,2.7,2980
0,1,5,123456,3,1,4,5,0,3,2,11,2003,1,1.5,135
0,1,5,40000,2,2,4,5,1,4,7,78,2017,1,2,800
0,1,6,0,3,2,4,5,0,4,4,8,2009,2,2.5,250
0,1,6,222222,5,1,4,5,0,1,4,8,2003,2,2.5,85
1,1,6,17000,5,6,4,5,1,4,5,50,2021,2,2.4,590
0,1,5,60000,6,2,4,5,1,3,8,23,2017,1,2,525
1,1,4,70000,4,4,5,7,1,3,2,174,2011,1,3.5,990
0,0,2,0,3,2,5,7,1,3,2,127,2023,1,1.5,638
0,1,2,80000,2,1,5,7,1,1,6,25,2015,1,2.4,655
0,1,5,150000,3,1,4,5,0,3,2,36,2008,1,1.8,255
1,1,2,139000,1,4,4,5,1,2,1,106,2013,1,2,666
0,1,2,26000,1,2,5,5,1,3,8,38,2020,1,2,725
0,1,3,20000,4,2,5,5,1,3,1,68,2021,1,1.6,975
1,1,5,80000,2,2,4,5,1,4,6,96,2017,1,3.3,150
0,1,7,0,6,2,5,5,1,3,1,209,2020,1,1.4,338
0,1,3,22000,1,2,5,5,1,3,6,176,2020,1,2,585
0,1,7,15000,4,2,5,5,1,3,1,209,2021,1,1.4,337
0,1,2,0,6,3,5,7,1,4,1,60,2020,1,2,760
0,1,5,40000,2,2,4,5,1,3,3,18,2020,1,1.5,480
1,0,7,0,5,2,5,5,1,3,3,258,2023,1,1.2,418
1,0,7,0,4,2,5,5,1,3,3,258,2023,1,1.2,448
1,1,6,108000,6,2,4,5,1,4,4,8,2016,2,2.2,510
0,1,5,80000,4,1,4,5,0,3,1,197,2017,1,1.6,278
0,1,2,55000,1,2,5,5,1,3,4,179,2015,1,1.5,395
0,0,5,0,1,2,4,5,1,3,3,18,2023,1,1.5,569
0,1,5,32000,1,4,4,5,1,3,9,105,2020,1,1.6,585
0,0,5,0,1,2,4,5,1,3,3,18,2023,1,1.5,599
0,0,2,0,5,5,5,7,1,3,3,6,2023,1,1.5,1123
0,0,5,0,6,2,4,5,1,3,3,18,2023,1,1.5,599
0,1,3,42000,1,4,5,5,1,3,6,26,2020,1,2,838
0,1,4,0,3,5,5,7,0,3,1,377,2004,1,1.6,90
1,0,5,0,6,2,4,5,1,3,3,43,2023,1,1.5,770
1,1,9,10000,4,2,2,2,1,4,1,190,2020,1,2,4550
1,1,7,80000,4,2,5,5,1,3,2,13,2009,1,1.3,295
1,1,2,160000,3,2,5,8,1,2,2,2,2015,1,4.6,2280
