XuatXu,TinhTrang,DongXe,SoKmDaDi,MauNgoaiThat,MauNoiThat,SoCua,SoChoNgoi,HopSo,DanDong,Hang,Grade,NamSanXuat,LoaiDongCo,DungTich,Gia
1,1,2,10000,2,2,5,7,1,2,1,75,2009,1,3.7,565
1,0,5,0,5,2,4,5,1,3,5,55,2022,1,1.2,490
0,0,5,0,1,4,4,5,1,3,2,11,2022,1,1.5,592
1,0,6,0,1,3,4,5,1,1,1,76,2023,2,1.9,830
0,0,5,0,5,4,4,5,1,3,2,11,2023,1,1.5,592
1,0,5,0,4,2,4,5,1,3,5,55,2022,1,1.2,490
0,0,5,0,1,4,4,5,1,3,2,11,2023,1,1.5,532
0,0,5,0,3,4,4,5,1,3,2,11,2022,1,1.5,592
0,0,5,0,1,2,4,5,0,3,2,11,2022,1,1.5,489
0,0,2,0,1,2,5,5,1,2,7,22,2022,1,2,2129
0,0,2,0,1,2,5,5,1,2,7,22,2022,1,2,2569
0,0,2,0,2,4,5,5,1,2,7,22,2022,1,2,2129
1,0,4,0,2,2,5,7,1,4,7,21,2022,1,2,2845
0,0,5,0,5,4,4,5,1,3,2,11,2023,1,1.5,592
0,0,5,0,4,4,4,5,1,3,2,11,2023,1,1.5,542
0,0,5,0,4,2,4,5,0,3,2,11,2023,1,1.5,489
0,0,2,0,5,5,5,5,1,2,7,22,2022,1,2,2129
1,0,2,0,2,6,5,7,1,4,7,41,2022,1,1.3,269
0,0,5,0,1,2,4,5,1,3,3,18,2023,1,1.5,604
0,0,5,0,1,4,4,5,0,3,9,77,2022,1,1.4,411
1,0,5,0,1,2,4,5,1,3,5,55,2022,1,1.2,485
0,0,3,0,5,2,5,5,1,3,1,71,2023,1,1.2,849
0,0,3,0,2,2,5,5,1,3,1,71,2023,1,1.2,779
1,0,2,0,1,3,5,5,1,3,2,4,2023,4,1.8,936
0,0,5,0,3,4,4,5,1,3,2,11,2023,1,1.5,592
0,0,5,0,2,2,4,5,1,3,2,11,2023,1,1.5,630
0,0,5,0,1,1,4,5,0,3,2,11,2023,1,1.5,444
1,0,5,0,1,4,4,5,1,3,5,55,2022,1,1.2,490
1,0,5,0,1,2,4,5,1,3,5,55,2022,1,1.2,490
0,0,2,0,1,5,5,5,1,3,8,38,2023,1,2,879
1,0,7,0,6,5,5,5,1,3,8,51,2023,1,1.5,574
0,0,5,0,3,4,4,5,1,3,2,11,2023,1,1.5,542
0,0,5,0,4,4,4,5,0,3,2,11,2023,1,1.5,483
0,0,5,0,4,4,4,5,1,3,2,11,2023,1,1.5,570
0,0,5,0,4,2,4,5,0,3,2,11,2023,1,1.5,469
0,0,5,0,4,4,4,5,1,3,2,11,2023,1,1.5,582
1,0,2,0,6,2,5,5,1,2,1,42,2023,1,2,958
0,1,5,26000,2,4,4,5,1,3,2,11,2019,1,1.5,535
0,0,5,0,5,5,4,5,1,4,7,78,2022,1,1.5,2159
0,0,2,0,5,2,5,5,1,4,7,22,2022,1,2,1909
1,0,2,0,1,1,5,7,1,4,7,41,2022,1,1.3,269
1,0,2,0,2,2,5,7,1,1,4,12,2023,2,2,1468
1,1,5,0,2,2,4,5,1,2,1,79,2013,1,3,3800
0,0,3,0,1,2,5,8,0,4,2,3,2022,1,2,755
1,0,7,0,1,4,5,5,1,3,2,13,2022,1,1.5,684
1,0,2,0,5,2,5,5,1,3,2,4,2022,1,1.8,846
0,0,2,0,1,2,5,7,0,4,2,7,2022,2,2.4,115
0,0,2,0,1,1,5,7,0,4,2,7,2022,2,2.4,115
0,0,2,0,3,2,5,7,1,4,2,7,2022,2,2.4,1107
1,0,2,0,6,3,5,5,1,3,2,4,2022,4,1.8,936
0,0,5,0,5,4,4,5,0,3,2,11,2022,1,1.5,489
0,0,5,0,4,4,4,5,1,3,2,11,2022,1,1.5,542
0,0,5,0,1,4,4,5,1,3,2,11,2022,1,1.5,592
0,0,5,0,1,2,4,5,1,3,3,18,2023,1,1.5,569
0,0,5,0,5,4,4,5,1,3,6,24,2022,1,1.4,482
0,0,5,0,1,4,4,5,1,3,6,24,2023,1,1.4,470
0,0,5,0,5,4,4,5,1,3,6,24,2023,1,1.4,510
0,0,5,0,6,2,4,5,1,4,7,78,2022,1,2,3129
0,0,5,0,2,3,4,5,1,4,7,78,2022,1,2,2470
0,0,5,0,2,3,4,5,1,4,7,78,2022,1,2,2540
0,0,5,0,1,4,4,5,1,3,6,24,2023,1,1.4,484
0,0,2,0,2,2,5,7,1,4,2,7,2023,2,2.4,167
0,0,5,0,5,6,4,5,1,4,7,78,2022,1,2,3129
0,0,3,0,6,4,5,5,1,3,1,80,2022,3,0.1,600
0,0,5,0,1,4,4,5,1,3,2,11,2023,1,1.5,542
0,0,5,0,4,2,4,5,0,3,2,11,2023,1,1.5,489
0,0,5,0,1,1,4,5,1,3,6,24,2022,1,1.4,475
0,0,3,0,6,2,5,5,1,3,1,80,2023,3,0.1,495
1,0,5,0,5,2,4,5,1,3,5,55,2022,1,1.2,490
1,0,5,0,1,4,4,5,0,3,5,55,2022,1,1.2,371
0,0,5,0,4,4,4,5,1,3,2,11,2023,1,1.5,536
0,0,5,0,2,2,4,5,1,3,2,11,2023,1,1.5,635
0,0,5,0,1,4,4,5,1,3,3,18,2023,1,1.5,569
0,0,5,0,1,2,4,5,0,3,2,11,2023,1,1.5,459
0,0,5,0,4,4,4,5,1,3,2,11,2023,1,1.5,562
1,0,2,0,6,3,5,5,1,3,2,4,2022,1,1.8,816
0,0,2,0,4,2,5,7,1,3,3,6,2023,1,1.5,923
1,0,10,0,1,3,2,2,1,4,1,72,2022,1,2,3409
0,0,5,0,1,4,4,5,0,3,2,11,2023,1,1.5,489
1,0,6,0,1,5,4,5,1,4,1,76,2023,2,1.9,660
1,0,5,0,6,2,4,5,1,4,1,81,2022,1,2,2559
0,0,5,0,5,2,4,5,1,3,8,63,2023,1,2.5,931
1,0,3,0,1,2,5,5,1,3,8,82,2023,1,1.5,689
1,0,3,0,5,2,5,5,1,3,8,83,2023,1,2,849
1,0,3,0,1,2,5,5,1,3,8,82,2022,1,1.5,608
1,0,3,0,1,2,5,5,1,3,8,82,2023,1,1.5,620
0,1,2,300,5,5,5,5,1,4,7,22,2021,1,2,1679
0,0,5,0,5,4,4,5,1,3,6,24,2023,1,1.4,465
1,0,3,0,1,2,5,5,1,3,8,82,2023,1,1.5,666
1,0,3,0,5,2,5,5,1,3,8,83,2023,1,2,764
0,0,5,0,5,2,4,5,1,3,8,23,2023,1,1.5,739
0,0,5,0,5,2,4,5,1,3,8,23,2023,1,1.5,649
0,1,2,500,1,2,5,5,1,4,7,22,2021,1,2,1679
0,1,5,3000,1,4,4,5,1,4,7,39,2020,1,3,3579
1,1,6,60000,2,4,4,5,1,1,1,84,2015,2,2.8,479
1,0,2,0,1,3,5,5,1,3,2,4,2022,1,1.8,799
0,0,2,0,1,3,5,7,1,2,6,25,2023,1,2.5,1190
0,0,2,0,1,3,5,7,1,2,6,25,2022,2,2.2,1350
0,0,2,0,5,3,5,7,1,2,6,25,2023,2,2.2,1283
0,0,2,0,6,4,5,7,1,2,9,66,2022,1,2.5,1209
0,0,2,0,1,2,5,7,1,4,2,7,2023,2,2.4,1259
1,0,2,0,6,3,5,5,1,3,2,4,2023,1,1.8,860
1,0,2,0,1,2,5,5,1,3,2,4,2023,1,1.8,755
0,0,3,0,4,5,5,5,1,3,9,62,2022,1,1.4,734
1,0,2,0,1,2,5,5,1,3,2,4,2023,4,1.8,955
0,0,2,0,1,3,5,7,1,3,6,25,2022,2,2.2,1105
0,0,2,0,1,3,5,7,1,3,6,25,2022,1,2.5,145
0,0,2,0,1,3,5,7,1,2,6,25,2022,1,2.5,1275
0,0,2,0,6,3,5,7,1,2,6,25,2022,2,2.2,1375
0,0,5,0,3,2,4,5,0,3,2,11,2023,1,1.5,489
0,0,5,0,5,4,4,5,1,3,2,11,2023,1,1.5,542
0,0,2,0,1,3,5,7,1,3,6,25,2023,2,2.2,1109
0,0,2,0,1,3,5,7,1,3,6,25,2023,1,2.5,19
0,0,2,0,6,3,5,7,1,2,6,25,2023,2,2.2,1295
0,0,2,0,1,3,5,7,1,2,6,25,2023,1,2.5,1195
0,0,5,0,5,1,4,5,1,3,6,24,2023,1,1.4,505
0,0,2,0,5,3,5,7,1,2,6,25,2023,1,2.5,1190
0,0,2,0,2,3,5,7,1,2,6,25,2023,2,2.2,1286
1,0,2,0,5,2,5,5,1,3,2,4,2022,4,1.8,936
1,0,6,0,1,2,4,5,1,4,5,50,2022,2,2.4,766
1,0,2,0,2,2,5,7,1,2,2,2,2023,1,3.4,4286
0,0,2,0,2,2,5,5,1,4,7,22,2022,1,2,1859
0,0,2,0,5,2,5,5,1,2,7,22,2022,1,2,2569
1,0,2,0,2,2,5,7,1,2,7,85,2022,1,3,4359
1,0,2,0,1,5,5,5,1,2,1,46,2023,1,2,2320
1,0,3,0,1,2,5,5,1,3,8,83,2023,1,2,777
1,0,3,0,5,2,5,5,1,3,8,82,2023,1,1.5,620
1,0,3,0,5,2,5,5,1,3,8,83,2023,1,2,749
0,0,2,0,5,2,5,5,1,2,7,22,2022,1,2,2350
1,0,2,0,2,2,5,5,1,3,2,4,2022,1,1.8,826
0,1,5,62000,4,5,4,5,0,3,2,11,2015,1,1.5,298
0,0,2,0,6,2,5,5,1,3,8,38,2023,1,2,814
1,0,2,0,2,3,5,5,1,2,1,46,2023,1,2,2320
1,0,2,0,1,2,5,5,1,2,1,86,2022,1,2,1790
1,0,6,0,3,2,4,5,1,4,5,50,2022,2,2.4,595
0,0,5,0,1,4,4,5,1,3,2,11,2022,1,1.5,512
0,0,2,0,1,3,5,7,1,2,6,25,2022,1,2.5,1190
1,0,6,0,5,2,4,5,1,4,5,50,2022,2,2.4,595
1,1,6,86000,1,6,4,5,1,1,4,8,2016,2,3.2,699
0,0,5,0,4,2,4,5,1,3,8,23,2022,1,1.5,674
1,0,2,0,1,2,5,7,1,1,5,34,2023,2,2.4,1345
1,0,5,0,5,2,4,5,1,3,5,55,2022,1,1.2,490
1,1,5,90000,1,2,4,5,1,4,1,87,2008,1,3.6,589
0,0,2,0,5,3,5,7,1,2,6,25,2023,2,2.2,1230
1,0,2,0,6,2,5,5,1,1,1,88,2021,1,2,3766
1,0,2,0,2,2,5,7,1,1,5,34,2023,2,2.4,1345
1,0,6,0,4,2,4,5,1,4,5,50,2023,2,2.4,595
0,0,2,0,1,3,5,7,1,2,6,25,2023,2,2.2,1295
0,0,2,0,1,3,5,7,1,3,6,25,2023,2,2.2,170
1,0,2,0,6,4,5,7,1,2,7,85,2023,1,3,4469
1,0,2,0,1,6,5,7,1,4,7,41,2023,1,1.3,1999
0,0,7,0,5,2,5,5,1,3,9,70,2022,1,1.25,474
0,0,2,0,4,4,5,7,1,2,9,66,2022,2,2.2,1349
1,0,6,0,1,1,4,5,0,4,1,76,2023,2,1.9,580
0,0,5,0,1,6,4,5,1,3,6,24,2023,1,1.4,496
0,0,5,0,1,4,4,5,1,3,6,24,2023,1,1.4,466
0,0,2,0,1,3,5,7,1,2,6,25,2023,1,2.5,1190
1,1,2,40000,2,3,5,5,1,2,1,89,2018,1,2,1710
0,1,5,11,4,3,4,5,0,3,6,30,2017,1,1.6,403
1,1,5,170000,2,4,4,5,1,2,1,90,2009,1,3.5,760
0,0,3,0,1,3,5,8,0,4,2,3,2023,1,2,755
0,0,7,0,1,2,5,5,1,3,6,29,2023,1,1.25,412
0,0,7,0,5,2,5,5,1,3,6,29,2023,1,1.25,405
0,0,2,0,2,2,5,7,1,4,2,7,2022,2,2.4,118
0,0,7,0,1,2,5,5,1,3,6,29,2023,1,1.25,405
0,0,7,0,5,2,5,5,1,3,6,29,2022,1,1.25,413
0,0,5,0,1,2,4,5,1,3,6,29,2022,1,1.25,413
1,1,5,87000,4,4,4,5,1,4,1,91,2009,1,2.7,530
0,0,7,0,1,2,5,5,1,3,6,29,2022,1,1.25,405
0,0,4,0,1,1,4,7,0,4,4,9,2022,2,2.2,950
1,1,2,13000,1,2,5,5,1,2,7,22,2020,1,2,2150
0,0,5,0,5,4,4,5,1,3,6,24,2023,1,1.4,468
0,0,2,0,5,3,5,7,1,2,6,25,2023,2,2.2,1285
0,0,2,0,2,3,5,7,1,2,6,25,2023,1,2.5,1190
1,0,2,0,1,2,5,5,1,2,1,42,2022,1,2,124
1,0,2,0,2,4,5,7,1,2,7,92,2022,1,3,579
1,0,5,0,1,2,4,5,1,3,8,51,2023,1,1.5,537
1,0,3,0,1,2,5,5,1,3,8,82,2023,1,1.5,620
1,1,5,79000,3,4,4,5,1,4,7,39,2006,1,5.5,530
0,0,7,0,4,2,5,5,1,3,8,23,2023,1,1.5,759
0,0,5,0,4,2,4,5,1,3,8,63,2023,1,2.5,999
0,0,5,0,1,2,4,5,1,3,8,23,2023,1,1.5,649
0,0,5,0,1,2,4,5,1,3,8,23,2023,1,1.5,674
0,0,2,0,5,2,5,5,1,3,8,38,2023,1,2,859
1,0,3,0,5,2,5,5,1,3,8,83,2023,1,2,764
1,0,3,0,1,2,5,5,1,3,8,82,2023,1,1.5,666
1,0,2,0,2,2,5,7,1,2,2,2,2021,1,3.4,4286
1,1,5,79000,4,4,4,5,1,4,1,93,2013,1,2,550
1,0,2,0,1,2,5,5,1,2,1,86,2022,1,2,1790
1,0,2,0,6,2,5,5,1,2,1,86,2022,1,2,1790
0,0,7,0,1,2,5,5,1,3,6,29,2023,1,1.25,408
1,1,5,78000,1,1,4,4,1,4,7,94,2010,1,3,645
1,1,3,79000,2,4,5,5,1,2,1,95,2005,1,3.5,335
1,1,5,67000,2,2,4,4,1,4,6,96,2009,1,3.8,480
1,0,2,0,1,3,5,7,1,2,1,17,2022,1,2,450
1,0,2,0,4,2,2,5,1,1,1,88,2021,1,2,3688
0,0,7,0,5,2,5,5,1,3,6,29,2023,1,1.25,389
1,1,2,0,1,4,5,7,1,2,1,65,2019,1,2,1650
1,0,2,0,2,2,5,7,1,2,2,2,2023,1,3.4,4286
0,0,7,0,5,2,5,5,1,3,6,29,2023,1,1.25,412
0,0,2,0,1,3,5,7,1,2,6,25,2023,1,2.5,1190
0,0,5,0,1,1,4,5,1,3,3,18,2023,1,1.5,510
0,0,5,0,5,2,4,5,1,3,6,29,2022,1,1.25,435
0,0,5,0,2,2,4,5,1,3,3,18,2023,1,1.5,529
0,1,5,15000,1,2,4,5,1,4,7,78,2020,1,2,299
1,0,2,0,5,2,5,7,1,2,7,92,2022,1,3,579
0,0,5,0,6,5,4,5,1,3,9,97,2022,1,1.6,709
0,1,2,2000,1,4,5,5,1,2,7,22,2021,1,2,1880
0,0,5,0,4,4,4,5,1,3,6,24,2023,1,1.4,508
0,0,2,0,2,3,5,7,1,3,6,25,2023,2,2.2,190
0,0,2,0,1,4,5,5,1,4,7,22,2022,1,2,1909
0,0,2,0,1,3,5,7,1,3,6,25,2023,2,2.2,190
0,0,5,0,1,4,4,5,0,3,6,24,2023,1,1.4,445
0,0,5,0,2,4,4,5,1,3,6,24,2023,1,1.4,508
0,0,5,0,5,6,4,5,1,3,9,97,2022,1,1.6,654
0,0,3,0,1,4,5,5,1,3,9,62,2022,1,1.4,759
0,0,5,0,1,2,4,5,1,4,7,78,2022,1,2,2540
1,0,2,0,1,2,5,7,1,4,7,41,2022,1,1.3,269
0,0,2,0,1,2,5,5,1,2,7,22,2022,1,2,2189
0,0,2,0,1,2,5,5,1,2,7,22,2022,1,2,2639
1,0,4,0,2,2,5,7,1,4,7,21,2022,1,2,2845
0,1,2,3000,1,4,5,5,1,4,7,22,2021,1,2,1650
1,0,2,0,1,4,5,5,1,2,7,85,2022,1,3,4619
0,0,5,0,5,5,4,5,1,3,9,97,2023,1,1.6,709
0,0,5,0,1,6,4,5,1,3,9,97,2022,1,1.6,669
0,0,5,0,5,6,4,5,1,3,9,97,2022,1,1.6,669
0,0,4,0,1,5,5,8,1,3,9,45,2022,2,2.2,1289
0,1,2,79,2,2,5,5,1,2,7,22,2021,1,2,2179
0,1,2,50,1,2,5,5,1,2,7,22,2021,1,2,2139
0,1,5,5000,1,2,4,5,1,4,7,20,2021,1,1.5,1379
0,1,5,50,1,3,4,5,1,4,7,78,2021,1,1.5,249
0,0,4,0,4,5,5,8,1,3,9,45,2022,2,2.2,1269
0,0,3,0,2,5,5,5,1,3,9,98,2023,1,1.5,584
0,0,5,0,5,5,4,5,1,3,9,97,2023,1,1.6,654
0,0,4,0,5,4,5,8,1,3,9,45,2022,2,2.2,1349
0,0,2,0,1,2,5,5,1,3,8,38,2023,1,2,754
0,0,4,0,6,3,5,8,1,3,9,45,2023,2,2.2,1269
0,0,4,0,6,4,5,8,1,3,9,45,2023,2,2.2,1349
0,0,4,0,4,3,5,7,1,3,9,45,2023,1,3.5,1879
0,1,5,0,1,2,4,5,1,4,7,78,2014,1,2,715
0,0,2,0,1,2,5,7,1,4,2,7,2022,2,2.4,1248
1,0,2,0,1,2,5,5,1,3,2,4,2022,4,1.8,895
0,1,2,16000,1,3,5,5,1,2,7,22,2019,1,2,1660
0,0,5,0,6,2,4,5,1,3,9,99,2022,1,2,859
0,0,5,0,1,4,4,5,1,3,6,24,2023,1,1.4,510
0,0,2,0,2,2,5,7,1,4,2,7,2022,2,2.4,1107
0,0,5,0,2,4,4,5,1,3,6,24,2023,1,1.4,470
0,0,2,0,1,3,5,7,1,2,6,25,2023,2,2.2,1185
0,0,5,0,1,2,4,5,1,3,6,29,2022,1,1.25,423
0,0,5,0,5,6,4,5,1,3,9,97,2023,1,1.6,638
0,0,5,0,1,4,4,5,0,3,6,24,2023,1,1.4,406
0,1,5,15000,1,3,4,5,1,4,7,20,2020,1,2,1639
0,1,5,36000,2,4,4,5,1,4,7,20,2019,1,2,1279
0,0,5,0,5,2,4,5,1,3,9,99,2022,1,2,884
0,0,3,0,1,4,5,5,1,3,9,98,2022,1,1.5,594
1,0,6,0,4,3,4,5,1,1,8,100,2022,2,1.9,849
1,0,3,0,1,2,5,5,1,3,8,82,2023,1,1.5,620
1,0,3,0,1,2,5,5,1,3,8,83,2023,1,2,814
1,0,5,0,1,2,4,5,1,3,8,51,2023,1,1.5,514
0,0,2,0,5,2,5,5,1,3,8,38,2023,1,2,759
0,0,2,0,1,3,5,5,1,2,7,22,2023,1,2,2319
0,0,5,0,2,4,4,5,1,3,6,24,2023,1,1.4,468
0,1,2,2500,1,2,5,5,1,2,7,22,2019,1,2,1610
0,1,5,150000,1,6,4,5,0,3,6,101,2012,1,1.6,285
0,0,5,0,5,3,4,5,1,4,7,78,2021,1,2,2470
0,0,4,0,6,4,5,7,1,3,9,45,2023,1,3.5,1889
1,0,2,0,6,2,5,5,1,3,2,102,2023,1,1,547
0,0,2,0,6,6,5,5,1,2,7,22,2022,1,2,2569
0,0,2,0,2,2,5,5,1,2,7,22,2022,1,2,2129
1,0,2,0,2,2,5,7,1,1,2,10,2023,1,2.7,2628
1,0,2,0,1,2,5,7,1,1,5,34,2022,2,2.4,1365
1,0,2,0,1,3,5,5,1,2,7,22,2022,1,2,399
0,0,5,0,2,6,4,5,1,3,6,24,2022,1,1.4,463
0,0,2,0,5,3,5,7,1,2,6,25,2022,1,2.5,1215
0,0,2,0,5,3,5,7,1,3,6,25,2022,1,2.5,1
0,0,2,0,1,3,5,7,1,3,6,25,2022,2,2.2,195
0,0,7,0,5,2,5,5,1,3,6,29,2022,1,1.25,410
0,0,2,0,2,2,5,5,1,2,7,22,2023,1,2,2639
0,0,2,0,5,2,5,5,1,2,7,22,2023,1,2,2639
0,0,2,0,1,2,5,5,1,3,8,38,2023,1,2,759
1,0,2,0,5,3,5,5,1,3,2,4,2022,1,1.8,846
1,0,2,0,4,5,5,5,1,3,2,4,2022,1,1.8,846
0,1,3,68000,4,1,5,8,0,4,2,3,2016,1,2,360
1,0,2,0,6,2,5,5,1,3,2,102,2023,1,1,555
1,0,2,0,1,2,5,5,1,3,2,102,2023,1,1,555
1,0,2,0,1,2,5,5,1,3,2,102,2022,1,1,560
0,0,2,0,1,4,5,5,1,4,7,22,2023,1,2,1909
0,0,2,0,4,2,5,5,1,4,7,22,2023,1,2,1909
0,0,2,0,1,4,5,5,1,2,7,22,2023,1,2,2639
1,1,3,89000,6,5,5,5,1,4,1,103,2006,1,3.5,480
1,0,3,0,5,2,5,5,1,3,8,83,2023,1,2,749
1,0,3,0,5,2,5,5,1,3,8,82,2023,1,1.5,584
1,0,3,0,1,2,5,5,1,3,8,82,2023,1,1.5,620
1,0,3,0,1,2,5,5,1,3,8,82,2023,1,1.5,666
1,0,5,0,1,2,4,5,1,3,8,51,2023,1,1.5,514
1,0,5,0,1,2,4,5,1,3,8,51,2023,1,1.5,439
0,0,5,0,1,2,4,5,1,3,8,23,2023,1,1.5,739
1,0,3,0,1,2,5,5,1,3,8,83,2022,1,2,738
0,0,5,0,5,2,4,5,1,3,8,63,2023,1,2,849
1,0,6,0,5,3,4,5,1,1,8,100,2023,2,1.9,849
0,0,7,0,1,2,5,5,1,3,6,29,2023,1,1.25,385
1,0,2,0,6,2,5,5,1,3,2,102,2022,1,1,547
1,0,2,0,2,3,5,5,1,2,1,104,2021,1,3,4460
1,0,2,0,5,3,5,5,1,3,2,4,2022,1,1.8,800
0,0,5,0,2,6,4,5,1,3,6,24,2022,1,1.4,475
0,0,5,0,1,4,4,5,1,3,6,24,2022,1,1.4,510
0,0,2,0,1,3,5,7,1,3,6,25,2022,1,2.5,12
0,1,5,40000,2,4,4,5,1,4,7,20,2015,1,2,789
1,0,2,0,4,2,5,5,1,3,2,102,2023,1,1,552
1,0,6,0,1,5,4,5,1,4,5,50,2022,2,2.4,780
0,0,4,0,3,3,5,8,1,3,9,45,2022,2,2.2,1289
0,0,5,0,1,4,4,5,1,3,9,97,2022,1,1.6,602
0,0,5,0,6,5,4,5,1,3,9,97,2022,1,2,666
0,0,4,0,1,3,5,7,1,3,9,45,2022,2,2.2,1529
0,0,3,0,5,2,5,5,1,3,9,98,2022,1,1.5,564
0,0,6,0,2,2,4,5,1,4,4,8,2023,2,2.2,662
0,0,6,0,1,2,4,5,1,4,4,8,2023,2,2.2,662
0,0,2,0,5,2,5,5,1,3,4,48,2023,1,1.5,899
0,1,5,41000,1,4,4,5,1,3,9,105,2017,1,2,505
0,0,5,0,1,3,4,5,1,4,7,78,2022,1,2,369
0,0,5,0,1,2,4,5,1,4,7,78,2022,1,1.5,239
0,0,6,0,1,2,4,5,1,4,4,8,2023,2,2.2,688
0,0,6,0,6,2,4,5,0,1,4,8,2023,2,2.2,659
0,0,6,0,4,2,4,5,1,1,4,8,2023,2,2,972
0,0,2,0,2,4,4,5,1,2,7,22,2022,1,2,2261
0,0,6,0,4,2,4,5,1,4,4,8,2023,2,2.2,688
1,0,6,0,4,6,4,5,1,4,5,50,2023,2,2.4,760
1,0,2,0,5,2,5,7,1,4,4,12,2023,2,2,1249
1,0,2,0,1,2,5,5,1,2,1,106,2022,1,2,2540
1,0,2,0,2,4,5,7,1,1,2,10,2022,1,2.7,2588
0,1,3,59875,4,4,5,8,0,4,2,3,2014,1,2,348
1,0,2,0,2,2,5,5,1,1,1,88,2021,1,2,3356
1,0,5,0,1,5,4,5,1,3,1,107,2021,1,2,2780
1,0,3,0,1,5,5,5,1,3,1,108,2021,1,1.4,1690
1,0,2,0,4,5,5,7,1,2,1,40,2021,1,2,3760
0,0,2,0,5,2,5,5,1,3,8,38,2022,1,2,794
1,1,5,76000,4,4,4,5,1,2,1,109,2010,1,4.6,1150
1,0,2,0,5,6,5,7,1,2,4,49,2023,1,2.3,2309
1,0,5,0,1,5,4,5,1,3,1,110,2021,1,2,1970
1,0,3,0,1,5,5,5,1,3,1,111,2021,1,1.4,1930
0,0,2,0,1,3,5,7,1,2,6,25,2023,1,2.5,1210
0,0,2,0,2,2,5,5,1,4,7,22,2022,1,2,1909
0,0,2,0,5,2,5,5,1,2,7,22,2022,1,2,2639
1,0,2,0,5,2,5,5,1,1,1,88,2021,1,2,3688
1,0,2,0,2,3,5,5,1,2,1,46,2022,1,2,2320
0,0,2,0,6,3,5,7,1,2,6,25,2023,2,2.2,1185
0,0,5,0,2,2,4,5,1,4,7,78,2022,1,2,2540
0,0,5,0,1,2,4,5,1,4,7,78,2022,1,2,3209
0,0,5,0,2,2,4,5,1,4,7,78,2022,1,1.5,2159
1,0,2,0,1,6,5,7,1,4,7,41,2022,1,1.3,289
1,0,2,0,1,6,5,7,1,2,7,41,2022,1,2,2849
0,0,2,0,2,2,5,5,1,4,7,22,2023,1,2,1909
0,0,2,0,1,4,5,5,1,2,7,22,2022,1,2,1979
1,0,2,0,5,3,5,5,1,2,7,85,2022,1,3,4319
0,0,5,0,2,3,4,5,1,4,7,78,2022,1,1.5,1890
0,1,2,4000,1,4,5,5,1,2,7,22,2021,1,2,2180
1,0,2,0,1,3,5,5,1,2,1,46,2022,1,2,2320
1,0,2,0,6,3,5,5,1,2,1,46,2022,1,2,2320
1,0,5,0,1,3,4,5,1,2,1,112,2022,1,2,2320
0,0,2,0,6,5,5,7,1,2,9,66,2022,2,2.2,1349
0,0,3,0,5,4,5,5,1,3,9,62,2023,1,1.4,704
0,0,3,0,1,4,5,5,1,3,9,62,2023,1,1.4,759
0,0,5,0,2,5,4,5,1,3,9,97,2023,1,1.6,669
0,0,2,0,2,5,5,7,1,2,9,66,2023,2,2.2,1319
0,0,4,0,6,5,5,8,1,3,9,45,2023,2,2.2,1289
0,0,4,0,1,5,5,8,1,3,9,45,2023,2,2.2,1369
0,0,3,0,1,5,5,5,1,3,9,98,2023,1,1.5,534
0,0,3,0,5,5,5,5,1,3,9,98,2023,1,1.5,584
0,0,3,0,1,5,5,5,1,3,9,62,2023,1,1.4,704
1,1,2,82000,2,5,5,5,1,2,1,113,2011,1,3.5,1160
1,1,4,0,4,5,5,2,1,3,9,70,2013,1,1,225
0,0,2,0,2,2,5,5,1,4,7,22,2022,1,2,1909
0,0,3,0,5,4,5,5,1,3,9,98,2022,1,1.5,594
1,0,5,0,5,2,4,5,1,3,1,114,2022,1,1,464
1,0,5,0,2,2,4,5,1,3,2,115,2022,4,2.5,1460
1,0,5,0,2,2,4,5,1,3,2,115,2022,1,2.5,1370
1,0,5,0,5,4,4,5,1,3,2,115,2023,1,2,1220
1,0,5,0,1,4,4,5,1,3,2,115,2023,4,2.5,1495
0,0,5,0,5,2,4,5,1,4,7,78,2023,1,2,2850
0,0,3,0,5,4,5,5,1,3,9,62,2022,1,1.4,724
0,0,3,0,1,2,5,5,1,3,9,62,2022,1,1.4,622
0,0,3,0,5,4,5,5,1,3,9,62,2022,1,1.4,669
0,0,4,0,2,3,5,7,1,3,9,45,2022,1,3.5,1889
1,0,2,0,3,2,5,7,0,3,5,15,2022,1,1.5,555
0,0,2,0,2,2,5,7,1,3,5,14,2022,1,2,825
0,0,2,0,5,2,5,7,1,3,5,14,2022,1,2,950
0,0,2,0,4,2,5,7,1,3,5,14,2022,1,2,950
1,0,2,0,4,2,5,7,1,4,5,34,2022,2,2.4,1130
1,0,2,0,2,2,5,7,1,1,5,34,2022,2,2.4,1365
1,0,6,0,2,6,4,5,1,4,5,50,2022,2,2.4,780
1,0,6,0,1,2,4,5,1,4,5,50,2022,2,2.4,650
1,0,5,0,1,2,4,5,0,3,5,55,2022,1,1.2,380
1,0,5,0,5,2,4,5,1,3,5,55,2022,1,1.2,465
1,0,5,0,4,2,4,5,1,3,5,55,2022,1,1.2,465
0,1,5,23000,2,3,4,5,1,4,7,20,2019,1,2,1479
1,0,2,0,6,2,5,5,1,2,1,42,2022,1,2,859
1,0,2,0,4,2,5,5,1,2,1,42,2022,1,2,999
1,0,5,0,2,2,4,5,1,3,2,115,2023,1,2,1220
1,0,5,0,1,4,4,5,1,3,2,115,2023,4,2.5,1495
